Sector económico;Sexo;Comunidades y Ciudades Autónomas;Periodo;Total
Construcción;Mujeres;03 Asturias, Principado de;2022T3;2,7
Construcción;Mujeres;03 Asturias, Principado de;2022T2;2,2
Construcción;Mujeres;03 Asturias, Principado de;2022T1;1,8
Construcción;Mujeres;03 Asturias, Principado de;2021T4;2,4
Construcción;Mujeres;03 Asturias, Principado de;2021T3;2,1
Construcción;Mujeres;03 Asturias, Principado de;2021T2;1,8
Construcción;Mujeres;03 Asturias, Principado de;2021T1;1,6
Construcción;Mujeres;03 Asturias, Principado de;2020T4;1,5
Construcción;Mujeres;03 Asturias, Principado de;2020T3;1,8
Construcción;Mujeres;03 Asturias, Principado de;2020T2;1,0
Construcción;Mujeres;03 Asturias, Principado de;2020T1;1,8
Construcción;Mujeres;03 Asturias, Principado de;2019T4;2,2
Construcción;Mujeres;03 Asturias, Principado de;2019T3;2,7
Construcción;Mujeres;03 Asturias, Principado de;2019T2;3,1
Construcción;Mujeres;03 Asturias, Principado de;2019T1;2,5
Construcción;Mujeres;03 Asturias, Principado de;2018T4;2,6
Construcción;Mujeres;03 Asturias, Principado de;2018T3;2,7
Construcción;Mujeres;03 Asturias, Principado de;2018T2;2,1
Construcción;Mujeres;03 Asturias, Principado de;2018T1;1,5
Construcción;Mujeres;03 Asturias, Principado de;2017T4;1,9
Construcción;Mujeres;03 Asturias, Principado de;2017T3;2,2
Construcción;Mujeres;03 Asturias, Principado de;2017T2;2,3
Construcción;Mujeres;03 Asturias, Principado de;2017T1;2,6
Construcción;Mujeres;03 Asturias, Principado de;2016T4;2,4
Construcción;Mujeres;03 Asturias, Principado de;2016T3;1,9
Construcción;Mujeres;03 Asturias, Principado de;2016T2;1,8
Construcción;Mujeres;03 Asturias, Principado de;2016T1;1,1
Construcción;Mujeres;04 Balears, Illes;2025T3;6,9
Construcción;Mujeres;04 Balears, Illes;2025T2;6,8
Construcción;Mujeres;04 Balears, Illes;2025T1;8,0
Construcción;Mujeres;04 Balears, Illes;2024T4;6,0
Construcción;Mujeres;04 Balears, Illes;2024T3;8,3
Construcción;Mujeres;04 Balears, Illes;2024T2;4,6
Construcción;Mujeres;04 Balears, Illes;2024T1;5,0
Construcción;Mujeres;04 Balears, Illes;2023T4;3,6
Construcción;Mujeres;04 Balears, Illes;2023T3;4,3
Construcción;Mujeres;04 Balears, Illes;2023T2;4,9
Construcción;Mujeres;04 Balears, Illes;2023T1;4,0
Construcción;Mujeres;04 Balears, Illes;2022T4;5,1
Construcción;Mujeres;04 Balears, Illes;2022T3;5,5
Construcción;Mujeres;04 Balears, Illes;2022T2;6,9
Construcción;Mujeres;04 Balears, Illes;2022T1;6,3
Construcción;Mujeres;04 Balears, Illes;2021T4;5,3
Construcción;Mujeres;04 Balears, Illes;2021T3;8,8
Construcción;Mujeres;04 Balears, Illes;2021T2;8,4
Construcción;Mujeres;04 Balears, Illes;2021T1;7,5
Construcción;Mujeres;04 Balears, Illes;2020T4;5,3
Construcción;Mujeres;04 Balears, Illes;2020T3;4,9
Construcción;Mujeres;04 Balears, Illes;2020T2;5,0
Construcción;Mujeres;04 Balears, Illes;2020T1;5,2
Construcción;Mujeres;04 Balears, Illes;2019T4;6,0
Construcción;Mujeres;04 Balears, Illes;2019T3;4,9
Construcción;Mujeres;04 Balears, Illes;2019T2;6,3
Construcción;Mujeres;04 Balears, Illes;2019T1;5,8
Construcción;Mujeres;04 Balears, Illes;2018T4;6,3
Construcción;Mujeres;04 Balears, Illes;2018T3;4,3
Construcción;Mujeres;04 Balears, Illes;2018T2;4,9
Construcción;Mujeres;04 Balears, Illes;2018T1;5,7
Construcción;Mujeres;04 Balears, Illes;2017T4;5,3
Construcción;Mujeres;04 Balears, Illes;2017T3;3,9
Construcción;Mujeres;04 Balears, Illes;2017T2;4,9
Construcción;Mujeres;04 Balears, Illes;2017T1;4,7
Construcción;Mujeres;04 Balears, Illes;2016T4;3,1
Construcción;Mujeres;04 Balears, Illes;2016T3;2,8
Construcción;Mujeres;04 Balears, Illes;2016T2;2,4
Construcción;Mujeres;04 Balears, Illes;2016T1;2,7
Construcción;Mujeres;05 Canarias;2025T3;4,8
Construcción;Mujeres;05 Canarias;2025T2;3,2
Construcción;Mujeres;05 Canarias;2025T1;3,6
Construcción;Mujeres;05 Canarias;2024T4;5,8
Construcción;Mujeres;05 Canarias;2024T3;6,6
Construcción;Mujeres;05 Canarias;2024T2;4,3
Construcción;Mujeres;05 Canarias;2024T1;3,8
Construcción;Mujeres;05 Canarias;2023T4;5,0
Construcción;Mujeres;05 Canarias;2023T3;4,6
Construcción;Mujeres;05 Canarias;2023T2;3,7
Construcción;Mujeres;05 Canarias;2023T1;2,4
Construcción;Mujeres;05 Canarias;2022T4;3,3
Construcción;Mujeres;05 Canarias;2022T3;1,7
Construcción;Mujeres;05 Canarias;2022T2;2,5
Construcción;Mujeres;05 Canarias;2022T1;3,7
Construcción;Mujeres;05 Canarias;2021T4;4,8
Construcción;Mujeres;05 Canarias;2021T3;6,7
Construcción;Mujeres;05 Canarias;2021T2;5,0
Construcción;Mujeres;05 Canarias;2021T1;5,1
Construcción;Mujeres;05 Canarias;2020T4;3,0
Construcción;Mujeres;05 Canarias;2020T3;2,0
Construcción;Mujeres;05 Canarias;2020T2;1,3
Construcción;Mujeres;05 Canarias;2020T1;1,6
Construcción;Mujeres;05 Canarias;2019T4;3,0
Construcción;Mujeres;05 Canarias;2019T3;2,1
Construcción;Mujeres;05 Canarias;2019T2;2,3
Construcción;Mujeres;05 Canarias;2019T1;2,7
Construcción;Mujeres;05 Canarias;2018T4;2,7
Construcción;Mujeres;05 Canarias;2018T3;3,8
Construcción;Mujeres;05 Canarias;2018T2;2,9
Construcción;Mujeres;05 Canarias;2018T1;2,5
Construcción;Mujeres;05 Canarias;2017T4;3,0
Construcción;Mujeres;05 Canarias;2017T3;3,7
Construcción;Mujeres;05 Canarias;2017T2;3,1
Construcción;Mujeres;05 Canarias;2017T1;2,6
Construcción;Mujeres;05 Canarias;2016T4;2,7
Construcción;Mujeres;05 Canarias;2016T3;4,0
Construcción;Mujeres;05 Canarias;2016T2;2,6
Construcción;Mujeres;05 Canarias;2016T1;2,2
Construcción;Mujeres;06 Cantabria;2025T3;1,3
Construcción;Mujeres;06 Cantabria;2025T2;2,0
Construcción;Mujeres;06 Cantabria;2025T1;1,6
Construcción;Mujeres;06 Cantabria;2024T4;1,2
Construcción;Mujeres;06 Cantabria;2024T3;1,4
Construcción;Mujeres;06 Cantabria;2024T2;2,1
Construcción;Mujeres;06 Cantabria;2024T1;1,9
Construcción;Mujeres;06 Cantabria;2023T4;1,9
Construcción;Mujeres;06 Cantabria;2023T3;2,1
Construcción;Mujeres;06 Cantabria;2023T2;2,4
Construcción;Mujeres;06 Cantabria;2023T1;2,6
Construcción;Mujeres;06 Cantabria;2022T4;1,7
Construcción;Mujeres;06 Cantabria;2022T3;1,8
Construcción;Mujeres;06 Cantabria;2022T2;1,5
Construcción;Mujeres;06 Cantabria;2022T1;1,0
Construcción;Mujeres;06 Cantabria;2021T4;1,0
Construcción;Mujeres;06 Cantabria;2021T3;1,0
Construcción;Mujeres;06 Cantabria;2021T2;1,4
Construcción;Mujeres;06 Cantabria;2021T1;1,5
Construcción;Mujeres;06 Cantabria;2020T4;1,8
Construcción;Mujeres;06 Cantabria;2020T3;1,9
Construcción;Mujeres;06 Cantabria;2020T2;1,6
Construcción;Mujeres;06 Cantabria;2020T1;1,4
Construcción;Mujeres;06 Cantabria;2019T4;1,5
Construcción;Mujeres;06 Cantabria;2019T3;1,3
Construcción;Mujeres;06 Cantabria;2019T2;1,3
Construcción;Mujeres;06 Cantabria;2019T1;1,7
Construcción;Mujeres;06 Cantabria;2018T4;1,6
Construcción;Mujeres;06 Cantabria;2018T3;1,9
Construcción;Mujeres;06 Cantabria;2018T2;1,8
Construcción;Mujeres;06 Cantabria;2018T1;1,3
Construcción;Mujeres;06 Cantabria;2017T4;1,2
Construcción;Mujeres;06 Cantabria;2017T3;1,6
Construcción;Mujeres;06 Cantabria;2017T2;1,9
Construcción;Mujeres;06 Cantabria;2017T1;1,2
Construcción;Mujeres;06 Cantabria;2016T4;1,3
Construcción;Mujeres;06 Cantabria;2016T3;1,7
Construcción;Mujeres;06 Cantabria;2016T2;1,5
Construcción;Mujeres;06 Cantabria;2016T1;1,4
Construcción;Mujeres;07 Castilla y León;2025T3;4,3
Construcción;Mujeres;07 Castilla y León;2025T2;4,6
Construcción;Mujeres;07 Castilla y León;2025T1;4,0
Construcción;Mujeres;07 Castilla y León;2024T4;4,4
Construcción;Mujeres;07 Castilla y León;2024T3;3,1
Construcción;Mujeres;07 Castilla y León;2024T2;3,7
Construcción;Mujeres;07 Castilla y León;2024T1;4,5
Construcción;Mujeres;07 Castilla y León;2023T4;6,1
Construcción;Mujeres;07 Castilla y León;2023T3;6,9
Construcción;Mujeres;07 Castilla y León;2023T2;6,3
Construcción;Mujeres;07 Castilla y León;2023T1;7,0
Construcción;Mujeres;07 Castilla y León;2022T4;6,1
Construcción;Mujeres;07 Castilla y León;2022T3;7,0
Construcción;Mujeres;07 Castilla y León;2022T2;5,0
Construcción;Mujeres;07 Castilla y León;2022T1;4,5
Construcción;Mujeres;07 Castilla y León;2021T4;4,9
Construcción;Mujeres;07 Castilla y León;2021T3;4,9
Construcción;Mujeres;07 Castilla y León;2021T2;3,7
Construcción;Mujeres;07 Castilla y León;2021T1;5,3
Construcción;Mujeres;07 Castilla y León;2020T4;6,2
Construcción;Mujeres;07 Castilla y León;2020T3;5,2
Construcción;Mujeres;07 Castilla y León;2020T2;4,2
Construcción;Mujeres;07 Castilla y León;2020T1;4,8
Construcción;Mujeres;07 Castilla y León;2019T4;4,2
Construcción;Mujeres;07 Castilla y León;2019T3;4,2
Construcción;Mujeres;07 Castilla y León;2019T2;4,1
Construcción;Mujeres;07 Castilla y León;2019T1;4,0
Construcción;Mujeres;07 Castilla y León;2018T4;3,5
Construcción;Mujeres;07 Castilla y León;2018T3;3,5
Construcción;Mujeres;07 Castilla y León;2018T2;3,6
Construcción;Mujeres;07 Castilla y León;2018T1;4,7
Construcción;Mujeres;07 Castilla y León;2017T4;4,9
Construcción;Mujeres;07 Castilla y León;2017T3;5,2
Construcción;Mujeres;07 Castilla y León;2017T2;5,1
Construcción;Mujeres;07 Castilla y León;2017T1;5,2
Construcción;Mujeres;07 Castilla y León;2016T4;3,9
Construcción;Mujeres;07 Castilla y León;2016T3;2,9
Construcción;Mujeres;07 Castilla y León;2016T2;3,4
Construcción;Mujeres;07 Castilla y León;2016T1;4,9
Construcción;Mujeres;08 Castilla - La Mancha;2025T3;8,9
Construcción;Mujeres;08 Castilla - La Mancha;2025T2;6,9
Construcción;Mujeres;08 Castilla - La Mancha;2025T1;5,5
Construcción;Mujeres;08 Castilla - La Mancha;2024T4;6,5
Construcción;Mujeres;08 Castilla - La Mancha;2024T3;5,2
Construcción;Mujeres;08 Castilla - La Mancha;2024T2;5,4
Construcción;Mujeres;08 Castilla - La Mancha;2024T1;5,1
Construcción;Mujeres;08 Castilla - La Mancha;2023T4;4,7
Construcción;Mujeres;08 Castilla - La Mancha;2023T3;4,7
Construcción;Mujeres;08 Castilla - La Mancha;2023T2;3,0
Construcción;Mujeres;08 Castilla - La Mancha;2023T1;4,2
Construcción;Mujeres;08 Castilla - La Mancha;2022T4;4,2
Construcción;Mujeres;08 Castilla - La Mancha;2022T3;4,1
Construcción;Mujeres;08 Castilla - La Mancha;2022T2;4,4
Construcción;Mujeres;08 Castilla - La Mancha;2022T1;3,2
Construcción;Mujeres;08 Castilla - La Mancha;2021T4;3,4
Construcción;Mujeres;08 Castilla - La Mancha;2021T3;3,5
Construcción;Mujeres;08 Castilla - La Mancha;2021T2;3,2
Construcción;Mujeres;08 Castilla - La Mancha;2021T1;4,4
Construcción;Mujeres;08 Castilla - La Mancha;2020T4;4,4
Construcción;Mujeres;08 Castilla - La Mancha;2020T3;4,8
Construcción;Mujeres;08 Castilla - La Mancha;2020T2;3,8
Construcción;Mujeres;08 Castilla - La Mancha;2020T1;4,6
Construcción;Mujeres;08 Castilla - La Mancha;2019T4;5,8
Construcción;Mujeres;08 Castilla - La Mancha;2019T3;4,2
Construcción;Mujeres;08 Castilla - La Mancha;2019T2;4,7
Construcción;Mujeres;08 Castilla - La Mancha;2019T1;4,5
Construcción;Mujeres;08 Castilla - La Mancha;2018T4;4,9
Construcción;Mujeres;08 Castilla - La Mancha;2018T3;4,2
Construcción;Mujeres;08 Castilla - La Mancha;2018T2;3,4
Construcción;Mujeres;08 Castilla - La Mancha;2018T1;3,3
Construcción;Mujeres;08 Castilla - La Mancha;2017T4;4,2
Construcción;Mujeres;08 Castilla - La Mancha;2017T3;4,0
Construcción;Mujeres;08 Castilla - La Mancha;2017T2;4,1
Construcción;Mujeres;08 Castilla - La Mancha;2017T1;3,5
Construcción;Mujeres;08 Castilla - La Mancha;2016T4;3,2
Construcción;Mujeres;08 Castilla - La Mancha;2016T3;3,1
Construcción;Mujeres;08 Castilla - La Mancha;2016T2;2,6
Construcción;Mujeres;08 Castilla - La Mancha;2016T1;2,3
Construcción;Mujeres;09 Cataluña;2025T3;30,2
Construcción;Mujeres;09 Cataluña;2025T2;25,5
Construcción;Mujeres;09 Cataluña;2025T1;22,9
Construcción;Mujeres;09 Cataluña;2024T4;21,5
Construcción;Mujeres;09 Cataluña;2024T3;20,3
Construcción;Mujeres;09 Cataluña;2024T2;16,5
Construcción;Mujeres;09 Cataluña;2024T1;19,5
Construcción;Mujeres;09 Cataluña;2023T4;18,2
Construcción;Mujeres;09 Cataluña;2023T3;14,8
Construcción;Mujeres;09 Cataluña;2023T2;13,5
Construcción;Mujeres;09 Cataluña;2023T1;14,3
Construcción;Mujeres;09 Cataluña;2022T4;11,8
Construcción;Mujeres;09 Cataluña;2022T3;12,6
Construcción;Mujeres;09 Cataluña;2022T2;21,3
Construcción;Mujeres;09 Cataluña;2022T1;19,7
Construcción;Mujeres;09 Cataluña;2021T4;17,9
Construcción;Mujeres;09 Cataluña;2021T3;16,9
Construcción;Mujeres;09 Cataluña;2021T2;18,3
Construcción;Mujeres;09 Cataluña;2021T1;17,7
Construcción;Mujeres;09 Cataluña;2020T4;22,7
Construcción;Mujeres;09 Cataluña;2020T3;22,5
Construcción;Mujeres;09 Cataluña;2020T2;15,4
Construcción;Mujeres;09 Cataluña;2020T1;18,9
Construcción;Mujeres;09 Cataluña;2019T4;14,8
Construcción;Mujeres;09 Cataluña;2019T3;18,9
Construcción;Mujeres;09 Cataluña;2019T2;20,0
Construcción;Mujeres;09 Cataluña;2019T1;23,7
Construcción;Mujeres;09 Cataluña;2018T4;28,7
Construcción;Mujeres;09 Cataluña;2018T3;29,1
Construcción;Mujeres;09 Cataluña;2018T2;30,4
Construcción;Mujeres;09 Cataluña;2018T1;25,2
Construcción;Mujeres;09 Cataluña;2017T4;24,3
Construcción;Mujeres;09 Cataluña;2017T3;26,5
Construcción;Mujeres;09 Cataluña;2017T2;21,3
Construcción;Mujeres;09 Cataluña;2017T1;19,2
Construcción;Mujeres;09 Cataluña;2016T4;18,3
Construcción;Mujeres;09 Cataluña;2016T3;18,6
Construcción;Mujeres;09 Cataluña;2016T2;19,0
Construcción;Mujeres;09 Cataluña;2016T1;14,2
Construcción;Mujeres;10 Comunitat Valenciana;2025T3;20,1
Construcción;Mujeres;10 Comunitat Valenciana;2025T2;17,8
Construcción;Mujeres;10 Comunitat Valenciana;2025T1;17,1
Construcción;Mujeres;10 Comunitat Valenciana;2024T4;18,1
Construcción;Mujeres;10 Comunitat Valenciana;2024T3;19,8
Construcción;Mujeres;10 Comunitat Valenciana;2024T2;16,9
Construcción;Mujeres;10 Comunitat Valenciana;2024T1;13,6
Construcción;Mujeres;10 Comunitat Valenciana;2023T4;12,7
Construcción;Mujeres;10 Comunitat Valenciana;2023T3;15,4
Construcción;Mujeres;10 Comunitat Valenciana;2023T2;13,4
Construcción;Mujeres;10 Comunitat Valenciana;2023T1;15,5
Construcción;Mujeres;10 Comunitat Valenciana;2022T4;14,2
Construcción;Mujeres;10 Comunitat Valenciana;2022T3;18,7
Construcción;Mujeres;10 Comunitat Valenciana;2022T2;20,3
Construcción;Mujeres;10 Comunitat Valenciana;2022T1;18,2
Construcción;Mujeres;10 Comunitat Valenciana;2021T4;14,1
Construcción;Mujeres;10 Comunitat Valenciana;2021T3;13,8
Construcción;Mujeres;10 Comunitat Valenciana;2021T2;12,3
Construcción;Mujeres;10 Comunitat Valenciana;2021T1;10,1
Construcción;Mujeres;10 Comunitat Valenciana;2020T4;9,9
Construcción;Mujeres;10 Comunitat Valenciana;2020T3;9,7
Construcción;Mujeres;10 Comunitat Valenciana;2020T2;11,5
Construcción;Mujeres;10 Comunitat Valenciana;2020T1;13,6
Construcción;Mujeres;10 Comunitat Valenciana;2019T4;12,2
Construcción;Mujeres;10 Comunitat Valenciana;2019T3;15,2
Construcción;Mujeres;10 Comunitat Valenciana;2019T2;16,6
Construcción;Mujeres;10 Comunitat Valenciana;2019T1;13,3
Construcción;Mujeres;10 Comunitat Valenciana;2018T4;12,2
Construcción;Mujeres;10 Comunitat Valenciana;2018T3;11,0
Construcción;Mujeres;10 Comunitat Valenciana;2018T2;10,3
Construcción;Mujeres;10 Comunitat Valenciana;2018T1;7,3
Construcción;Mujeres;10 Comunitat Valenciana;2017T4;7,2
Construcción;Mujeres;10 Comunitat Valenciana;2017T3;10,2
Construcción;Mujeres;10 Comunitat Valenciana;2017T2;10,5
Construcción;Mujeres;10 Comunitat Valenciana;2017T1;8,9
Construcción;Mujeres;10 Comunitat Valenciana;2016T4;7,8
Construcción;Mujeres;10 Comunitat Valenciana;2016T3;10,7
Construcción;Mujeres;10 Comunitat Valenciana;2016T2;9,3
Construcción;Mujeres;10 Comunitat Valenciana;2016T1;8,9
Construcción;Mujeres;11 Extremadura;2025T3;2,2
Construcción;Mujeres;11 Extremadura;2025T2;2,7
Construcción;Mujeres;11 Extremadura;2025T1;2,1
Construcción;Mujeres;11 Extremadura;2024T4;3,1
Construcción;Mujeres;11 Extremadura;2024T3;3,6
Construcción;Mujeres;11 Extremadura;2024T2;2,5
Construcción;Mujeres;11 Extremadura;2024T1;2,5
Construcción;Mujeres;11 Extremadura;2023T4;2,3
Construcción;Mujeres;11 Extremadura;2023T3;1,9
Construcción;Mujeres;11 Extremadura;2023T2;1,8
Construcción;Mujeres;11 Extremadura;2023T1;1,1
Construcción;Mujeres;11 Extremadura;2022T4;1,4
Construcción;Mujeres;11 Extremadura;2022T3;0,9
Construcción;Mujeres;11 Extremadura;2022T2;1,5
Construcción;Mujeres;11 Extremadura;2022T1;1,8
Construcción;Mujeres;11 Extremadura;2021T4;2,0
Construcción;Mujeres;11 Extremadura;2021T3;2,5
Construcción;Mujeres;11 Extremadura;2021T2;2,9
Construcción;Mujeres;11 Extremadura;2021T1;1,7
Construcción;Mujeres;11 Extremadura;2020T4;1,9
Construcción;Mujeres;11 Extremadura;2020T3;2,0
Construcción;Mujeres;11 Extremadura;2020T2;1,0
Construcción;Mujeres;11 Extremadura;2020T1;0,9
Construcción;Mujeres;11 Extremadura;2019T4;1,5
Construcción;Mujeres;11 Extremadura;2019T3;2,3
Construcción;Mujeres;11 Extremadura;2019T2;1,7
Construcción;Mujeres;11 Extremadura;2019T1;1,3
Construcción;Mujeres;11 Extremadura;2018T4;1,0
Construcción;Mujeres;11 Extremadura;2018T3;0,7
Construcción;Mujeres;11 Extremadura;2018T2;0,5
Construcción;Mujeres;11 Extremadura;2018T1;0,4
Construcción;Mujeres;11 Extremadura;2017T4;0,5
Construcción;Mujeres;11 Extremadura;2017T3;1,6
Construcción;Mujeres;11 Extremadura;2017T2;1,8
Construcción;Mujeres;11 Extremadura;2017T1;0,8
Construcción;Mujeres;11 Extremadura;2016T4;0,5
Construcción;Mujeres;11 Extremadura;2016T3;0,9
Construcción;Mujeres;11 Extremadura;2016T2;1,1
Construcción;Mujeres;11 Extremadura;2016T1;1,2
Construcción;Mujeres;12 Galicia;2025T3;9,7
Construcción;Mujeres;12 Galicia;2025T2;7,7
Construcción;Mujeres;12 Galicia;2025T1;7,0
Construcción;Mujeres;12 Galicia;2024T4;7,6
Construcción;Mujeres;12 Galicia;2024T3;6,6
Construcción;Mujeres;12 Galicia;2024T2;8,0
Construcción;Mujeres;12 Galicia;2024T1;6,9
Construcción;Mujeres;12 Galicia;2023T4;6,3
Construcción;Mujeres;12 Galicia;2023T3;6,6
Construcción;Mujeres;12 Galicia;2023T2;6,6
Construcción;Mujeres;12 Galicia;2023T1;5,5
Construcción;Mujeres;12 Galicia;2022T4;5,7
Construcción;Mujeres;12 Galicia;2022T3;6,0
Construcción;Mujeres;12 Galicia;2022T2;6,7
Construcción;Mujeres;12 Galicia;2022T1;7,0
Construcción;Mujeres;12 Galicia;2021T4;5,2
Construcción;Mujeres;12 Galicia;2021T3;4,9
Construcción;Mujeres;12 Galicia;2021T2;6,2
Construcción;Mujeres;12 Galicia;2021T1;6,2
Construcción;Mujeres;12 Galicia;2020T4;5,4
Construcción;Mujeres;12 Galicia;2020T3;6,2
Construcción;Mujeres;12 Galicia;2020T2;7,3
Construcción;Mujeres;12 Galicia;2020T1;6,9
Construcción;Mujeres;12 Galicia;2019T4;6,4
Construcción;Mujeres;12 Galicia;2019T3;5,6
Construcción;Mujeres;12 Galicia;2019T2;5,2
Construcción;Mujeres;12 Galicia;2019T1;3,7
Construcción;Mujeres;12 Galicia;2018T4;4,3
Construcción;Mujeres;12 Galicia;2018T3;4,4
Construcción;Mujeres;12 Galicia;2018T2;5,0
Construcción;Mujeres;12 Galicia;2018T1;4,2
Construcción;Mujeres;12 Galicia;2017T4;4,2
Construcción;Mujeres;12 Galicia;2017T3;4,9
Construcción;Mujeres;12 Galicia;2017T2;5,6
Construcción;Mujeres;12 Galicia;2017T1;5,5
Construcción;Mujeres;12 Galicia;2016T4;5,4
Construcción;Mujeres;12 Galicia;2016T3;6,3
Construcción;Mujeres;12 Galicia;2016T2;6,5
Construcción;Mujeres;12 Galicia;2016T1;6,1
Construcción;Mujeres;13 Madrid, Comunidad de;2025T3;32,6
Construcción;Mujeres;13 Madrid, Comunidad de;2025T2;31,3
Construcción;Mujeres;13 Madrid, Comunidad de;2025T1;23,3
Construcción;Mujeres;13 Madrid, Comunidad de;2024T4;23,2
Construcción;Mujeres;13 Madrid, Comunidad de;2024T3;28,5
Construcción;Mujeres;13 Madrid, Comunidad de;2024T2;30,5
Construcción;Mujeres;13 Madrid, Comunidad de;2024T1;30,0
Construcción;Mujeres;13 Madrid, Comunidad de;2023T4;26,6
Construcción;Mujeres;13 Madrid, Comunidad de;2023T3;25,4
Construcción;Mujeres;13 Madrid, Comunidad de;2023T2;23,3
Construcción;Mujeres;13 Madrid, Comunidad de;2023T1;18,4
Construcción;Mujeres;13 Madrid, Comunidad de;2022T4;17,5
Construcción;Mujeres;13 Madrid, Comunidad de;2022T3;19,5
Construcción;Mujeres;13 Madrid, Comunidad de;2022T2;26,2
Construcción;Mujeres;13 Madrid, Comunidad de;2022T1;26,8
Construcción;Mujeres;13 Madrid, Comunidad de;2021T4;31,8
Construcción;Mujeres;13 Madrid, Comunidad de;2021T3;34,2
Construcción;Mujeres;13 Madrid, Comunidad de;2021T2;25,2
Construcción;Mujeres;13 Madrid, Comunidad de;2021T1;23,9
Construcción;Mujeres;13 Madrid, Comunidad de;2020T4;13,8
Construcción;Mujeres;13 Madrid, Comunidad de;2020T3;20,3
Construcción;Mujeres;13 Madrid, Comunidad de;2020T2;18,6
Construcción;Mujeres;13 Madrid, Comunidad de;2020T1;24,8
Construcción;Mujeres;13 Madrid, Comunidad de;2019T4;25,6
Construcción;Mujeres;13 Madrid, Comunidad de;2019T3;29,3
Construcción;Mujeres;13 Madrid, Comunidad de;2019T2;29,0
Construcción;Mujeres;13 Madrid, Comunidad de;2019T1;26,8
Construcción;Mujeres;13 Madrid, Comunidad de;2018T4;23,0
Construcción;Mujeres;13 Madrid, Comunidad de;2018T3;19,5
Construcción;Mujeres;13 Madrid, Comunidad de;2018T2;18,7
Construcción;Mujeres;13 Madrid, Comunidad de;2018T1;18,2
Construcción;Mujeres;13 Madrid, Comunidad de;2017T4;21,7
Construcción;Mujeres;13 Madrid, Comunidad de;2017T3;18,2
Construcción;Mujeres;13 Madrid, Comunidad de;2017T2;17,5
Construcción;Mujeres;13 Madrid, Comunidad de;2017T1;20,4
Construcción;Mujeres;13 Madrid, Comunidad de;2016T4;17,9
Construcción;Mujeres;13 Madrid, Comunidad de;2016T3;18,0
Construcción;Mujeres;13 Madrid, Comunidad de;2016T2;13,9
Construcción;Mujeres;13 Madrid, Comunidad de;2016T1;13,7
Construcción;Mujeres;14 Murcia, Región de;2025T3;2,9
Construcción;Mujeres;14 Murcia, Región de;2025T2;4,8
Construcción;Mujeres;14 Murcia, Región de;2025T1;3,9
Construcción;Mujeres;14 Murcia, Región de;2024T4;3,1
Construcción;Mujeres;14 Murcia, Región de;2024T3;2,0
Construcción;Mujeres;14 Murcia, Región de;2024T2;3,2
Construcción;Mujeres;14 Murcia, Región de;2024T1;3,9
Construcción;Mujeres;14 Murcia, Región de;2023T4;3,7
Construcción;Mujeres;14 Murcia, Región de;2023T3;4,9
Construcción;Mujeres;14 Murcia, Región de;2023T2;5,2
Construcción;Mujeres;14 Murcia, Región de;2023T1;5,4
Construcción;Mujeres;14 Murcia, Región de;2022T4;3,4
Construcción;Mujeres;14 Murcia, Región de;2022T3;2,7
Construcción;Mujeres;14 Murcia, Región de;2022T2;2,0
Construcción;Mujeres;14 Murcia, Región de;2022T1;2,5
Construcción;Mujeres;14 Murcia, Región de;2021T4;3,8
Construcción;Mujeres;14 Murcia, Región de;2021T3;4,2
Construcción;Mujeres;14 Murcia, Región de;2021T2;2,8
Construcción;Mujeres;14 Murcia, Región de;2021T1;1,7
Construcción;Mujeres;14 Murcia, Región de;2020T4;1,7
Construcción;Mujeres;14 Murcia, Región de;2020T3;1,7
Construcción;Mujeres;14 Murcia, Región de;2020T2;2,4
Construcción;Mujeres;14 Murcia, Región de;2020T1;2,7
Construcción;Mujeres;14 Murcia, Región de;2019T4;2,0
Construcción;Mujeres;14 Murcia, Región de;2019T3;2,3
Construcción;Mujeres;14 Murcia, Región de;2019T2;2,1
Construcción;Mujeres;14 Murcia, Región de;2019T1;1,3
Construcción;Mujeres;14 Murcia, Región de;2018T4;1,7
Construcción;Mujeres;14 Murcia, Región de;2018T3;1,2
Construcción;Mujeres;14 Murcia, Región de;2018T2;1,8
Construcción;Mujeres;14 Murcia, Región de;2018T1;2,1
Construcción;Mujeres;14 Murcia, Región de;2017T4;4,4
Construcción;Mujeres;14 Murcia, Región de;2017T3;3,6
Construcción;Mujeres;14 Murcia, Región de;2017T2;2,9
Construcción;Mujeres;14 Murcia, Región de;2017T1;2,7
Construcción;Mujeres;14 Murcia, Región de;2016T4;1,5
Construcción;Mujeres;14 Murcia, Región de;2016T3;2,0
Construcción;Mujeres;14 Murcia, Región de;2016T2;0,3
Construcción;Mujeres;14 Murcia, Región de;2016T1;0,7
Construcción;Mujeres;15 Navarra, Comunidad Foral de;2025T3;1,6
Construcción;Mujeres;15 Navarra, Comunidad Foral de;2025T2;1,0
Construcción;Mujeres;15 Navarra, Comunidad Foral de;2025T1;1,2
Construcción;Mujeres;15 Navarra, Comunidad Foral de;2024T4;1,3
Construcción;Mujeres;15 Navarra, Comunidad Foral de;2024T3;0,8
Construcción;Mujeres;15 Navarra, Comunidad Foral de;2024T2;1,6
Construcción;Mujeres;15 Navarra, Comunidad Foral de;2024T1;1,4
Construcción;Mujeres;15 Navarra, Comunidad Foral de;2023T4;1,3
